Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Elon Musk,@elonmusk,2022-11-18 18:31:47,"New Twitter policy is freedom of speech, but not freedom of reach.

Negative/hate tweets will be max deboosted & demonetized, so no ads or other revenue to Twitter. 

You won’t find the tweet unless you specifically seek it out, which is no different from rest of Internet. 45.7K
61.5K
405.5K",61.5K,45.7K,405.5K
Elon Musk,@elonmusk,2022-11-18 18:22:01,"Freedom Fridays … 22.8K
27.2K
374.2K",27.2K,22.8K,374.2K
Elon Musk,@elonmusk,2022-11-18 17:38:07,"What should Twitter do next? 307.4K
66.5K
503.5K",66.5K,307.4K,503.5K
Elon Musk,@elonmusk,2022-11-18 04:20:14," 38.6K
55.3K
527.6K",55.3K,38.6K,527.6K
Elon Musk,@elonmusk,2022-11-18 04:12:21,"Let that sink in … 11.4K
12K
224.7K",12K,11.4K,224.7K
Elon Musk,@elonmusk,2022-11-18 04:07:05,"And … we just hit another all-time high in Twitter usage lol 46.1K
72.8K
704.4K",72.8K,46.1K,704.4K
Elon Musk,@elonmusk,2022-11-18 01:25:55,"How do you make a small fortune in social media?

Start out with a large one. 40.3K
37.4K
448.4K",37.4K,40.3K,448.4K
Elon Musk,@elonmusk,2022-11-17 15:26:13,"Twitter is like open-sourcing the news 35.6K
36K
392.9K",36K,35.6K,392.9K
Elon Musk,@elonmusk,2022-11-17 15:15:23,"SBF is ineffective altruism, but they thought he was saying he was in effective altruism. Easy misunderstanding. 2,700
3,784
58.8K","3,784","2,700",58.8K
Elon Musk,@elonmusk,2022-11-17 08:37:59,"Replying to 
@elonmusk Not to mention the sickkk memes lol","6,347","5,482",130K
Elon Musk,@elonmusk,2022-11-17 08:35:22,"Coverage of FTX meltdown is incomparably faster *and* better quality on Twitter than old-school media 18.6K
30.2K
308.9K",30.2K,18.6K,308.9K
Tesla,@Tesla,2022-11-16 19:26:03,Model S received the highest overall score from Euro NCAP among any vehicle tested under the current protocol → https://tesla.com/blog/model-s-receives-5-star-euro-ncap-safety-rating… ,"4,477","3,274",42.8K
NASA,@NASA,2022-11-16 03:30:32,"LIVE NOW: The #Artemis era of exploration begins today with 
@NASAArtemis
 I, the first integrated test flight of the rocket and spacecraft that will bring humanity to the Moon. Watch 
@NASA_SLS
 and 
@NASA_Orion
 embark on their first voyage. 5:22:42
3.5M viewers
NASA
@NASA
Artemis I Launch to the Moon",13K,"3,157",59.7K
Elon Musk,@elonmusk,2022-11-15 23:18:02,"Punting relaunch of Blue Verified to November 29th to make sure that it is rock solid 23.9K
17.9K
218.8K",17.9K,23.9K,218.8K
Elon Musk,@elonmusk,2022-11-15 20:43:17,"Important to admit when I’m wrong & firing them was truly one of my biggest mistakes 19K
23.9K
458.3K",23.9K,19K,458.3K
Elon Musk,@elonmusk,2022-11-15 20:40:54,Welcoming back Ligma & Johnson! ,59.7K,32.7K,745.1K
Elon Musk,@elonmusk,2022-11-15 09:35:35,"By the People,
For the People 20.4K
22.4K
250.3K",22.4K,20.4K,250.3K
Elon Musk,@elonmusk,2022-11-15 09:19:19,"Twitter is All the News 27.7K
33K
416.4K",33K,27.7K,416.4K
Elon Musk,@elonmusk,2022-11-14 20:32:17,"Sìì! Repubblica
@repubblica
·
Nov 13, 2022
Perché Starlink di Elon Musk può diventare un'opportunità per l'Italia [di Andrea Stroppa] https://repubblica.it/commenti/2022/11/13/news/starlink_elon_musk-374356067/…","3,375","5,917",41.1K
Elon Musk,@elonmusk,2022-11-14 18:49:43,Recent trend is promising ,10K,11.8K,129.9K
Elon Musk,@elonmusk,2022-11-13 18:00:58,"Btw, I’d like to apologize for Twitter being super slow in many countries. App is doing >1000 poorly batched RPCs just to render a home timeline! 23.5K
14.2K
170K",14.2K,23.5K,170K
Elon Musk,@elonmusk,2022-11-13 17:52:01,"Rolling out soon, Twitter will enable organizations to identify which other Twitter accounts are actually associated with them 16.9K
21.3K
227.4K",21.3K,16.9K,227.4K
Elon Musk,@elonmusk,2022-11-13 17:16:52,"Twitter feels increasingly alive 49.5K
42.4K
552.9K",42.4K,49.5K,552.9K
Elon Musk,@elonmusk,2022-11-12 23:31:02,"Order at http://Starlink.com! Andrea Stroppa Claudius Nero's Legion
@andst7
·
Nov 12, 2022
I live in the countryside 

Internet with the old ISP (left)

Internet with Starlink (right) 
Show this thread","6,686",10.2K,74.2K
SpaceX,@SpaceX,2022-11-12 16:45:49,"Deployment of 
@Intelsat
 Galaxy 31 confirmed ","3,497","1,328",34K
SpaceX,@SpaceX,2022-11-12 16:06:42,Liftoff! ,"4,733","1,483",46K
Elon Musk,@elonmusk,2022-11-12 07:36:39," 31.6K
35.2K
433.3K",35.2K,31.6K,433.3K
Elon Musk,@elonmusk,2022-11-12 07:04:19,"Twitter is Less fun
29.1%
More fun
27.9%
Lmao 
43%
2,981,341 votes
·
Final results",13.9K,20K,98K
Elon Musk,@elonmusk,2022-11-12 06:14:13,"FTX meltdown/ransack being tracked in real-time on Twitter 13.4K
20.8K
213.6K",20.8K,13.4K,213.6K
Elon Musk,@elonmusk,2022-11-11 23:15:38,"We’re adding a “Parody” subscript to clarify 6,675
5,197
70K","5,197","6,675",70K
Tesla,@Tesla,2022-11-11 22:59:50,Join our growing team installing Solar + Powerwall across the US → http://ts.la/solarhire ,"3,537","2,668",33.7K
Tesla Solar,@TeslaSolar,2022-11-11 20:40:59,"Tesla solar and Powerwall can power your home & reduce your dependence on the grid – at the lowest price in the US → tesla.com
Solar Panels | Tesla
Tesla solar makes it easy to produce clean, renewable energy for your home or business and to take control of your energy use. Learn more about solar.","3,159","1,802",27.2K
Tesla Charging,@TeslaCharging,2022-11-11 18:10:17,"In pursuit of our mission, today we are opening up our EV connector design →

https://tesla.com/blog/opening-north-american-charging-standard… ","3,969","1,636",28.2K
Elon Musk,@elonmusk,2022-11-11 18:05:52,"Mainstream media will still thrive, but increased competition from citizens will cause them to be more accurate, as their oligopoly on information is disrupted 10K
22.4K
173.2K",22.4K,10K,173.2K
SpaceX,@SpaceX,2022-11-11 17:55:18,Happy Veterans Day to all those who have served! ,"8,056","2,813",98.5K
Elon Musk,@elonmusk,2022-11-11 17:52:04,"This is from the video arcade & bar area 2,880
2,255
47.1K","2,255","2,880",47.1K
Elon Musk,@elonmusk,2022-11-11 17:30:16,"As Twitter pursues the goal of elevating citizen journalism, media elite will try everything to stop that from happening 37.2K
58.7K
374.2K",58.7K,37.2K,374.2K
Elon Musk,@elonmusk,2022-11-11 16:14:45,Twitter HQ is great (this is a real pic) ,15.5K,10.2K,179.2K
Elon Musk,@elonmusk,2022-11-11 08:34:25,"Hit all-time high of active users today 9,442
9,586
160.9K","9,586","9,442",160.9K
Elon Musk,@elonmusk,2022-11-11 07:42:42,"Some epically funny tweets  4,808
4,040
76.2K","4,040","4,808",76.2K
Elon Musk,@elonmusk,2022-11-11 07:30:42,"Quite the day! 14.1K
11.3K
211.9K",11.3K,14.1K,211.9K
Elon Musk,@elonmusk,2022-11-11 01:56:34,"To be more precise, accounts doing parody impersonations. Basically, tricking people is not ok. 17K
16.3K
183.1K",16.3K,17K,183.1K
Elon Musk,@elonmusk,2022-11-11 01:51:49,"Going forward, accounts engaged in parody must include “parody” in their name, not just in bio Readers added context they thought people might want to know
To avoid confusing others about an account’s affiliation, parody, commentary, and fan accounts must distinguish themselves in BOTH their account name and bio. The account name should clearly indicate that the account is not affiliated with the subject portrayed in the profile. help.twitter.com/en/rules-and-p…
Do you find this helpful?
Rate it",49.1K,42.2K,349.7K
Elon Musk,@elonmusk,2022-11-10 19:15:51,"Usage of Twitter continues to rise. One thing is for sure: it isn’t boring! 33K
33.5K
432.4K",33.5K,33K,432.4K
Elon Musk,@elonmusk,2022-11-10 17:17:22,"I love when people complain about Twitter … on Twitter  80.2K
134.8K
1.3M",134.8K,80.2K,1.3M
Elon Musk,@elonmusk,2022-11-10 07:47:53,"Are you seeing far fewer bots/scams/spam? Y
50.9%
N
49.1%
2,151,461 votes
·
Final results",12.7K,32.6K,80.6K
Robin Wheeler ,@robinw,2022-11-09 17:56:58," Robin Wheeler 
Host
Elon Q&A: Advertising & the Future
2.7M tuned in
·
Nov 9
·
59:03
Play recording","3,726","1,894",16.3K
Elon Musk,@elonmusk,2022-11-09 16:44:47,"Please note that Twitter will do lots of dumb things in coming months. 

We will keep what works & change what doesn’t. 39.3K
52.9K
526.4K",52.9K,39.3K,526.4K
Elon Musk,@elonmusk,2022-11-09 16:40:53,"Complaint hotline operator online! Please mention your complaints below. 103.1K
29.4K
360.6K",29.4K,103.1K,360.6K
Elon Musk,@elonmusk,2022-11-08 15:32:13,"Twitter is the worst!
But also the best. 49.3K
53K
633.4K",53K,49.3K,633.4K
Elon Musk,@elonmusk,2022-11-08 01:00:27,"I just hope the servers don’t melt! 9,992
11.5K
240.1K",11.5K,"9,992",240.1K
Elon Musk,@elonmusk,2022-11-08 00:57:29,"Twitter usage is at an all-time high lol 46.4K
53.3K
694.6K",53.3K,46.4K,694.6K
Elon Musk,@elonmusk,2022-11-07 21:23:55,"And I’m open to the idea of voting Democrat again in the future 16.3K
5,894
105.8K","5,894",16.3K,105.8K
Elon Musk,@elonmusk,2022-11-07 20:50:47,"To be clear, my historical party affiliation has been Independent, with an actual voting history of entirely Democrat until this year 45.1K
32.8K
360.1K",32.8K,45.1K,360.1K
Tesla,@Tesla,2022-11-07 16:24:23,"Meet Megafactory, our new Megapack factory in Lathrop, CA  ","5,767","3,136",52K
Elon Musk,@elonmusk,2022-11-07 15:40:42,"Hardcore Democrats or Republicans never vote for the other side, so independent voters are the ones who actually decide who’s in charge! 13.1K
14.3K
165.9K",14.3K,13.1K,165.9K
Elon Musk,@elonmusk,2022-11-07 15:22:16,"To independent-minded voters:

Shared power curbs the worst excesses of both parties, therefore I recommend voting for a Republican Congress, given that the Presidency is Democratic. 96.7K
86.1K
403.6K",86.1K,96.7K,403.6K
Elon Musk,@elonmusk,2022-11-07 15:06:47,"But if Twitter is bird, that’s means …  5,716
3,911
78K","3,911","5,716",78K
Elon Musk,@elonmusk,2022-11-07 15:03:25,"Back when birds were real 3,958
5,548
116.3K","5,548","3,958",116.3K
Elon Musk,@elonmusk,2022-11-07 14:52:44,How times have changed ,28.7K,16.1K,332.2K
Elon Musk,@elonmusk,2022-11-07 13:22:14,"Twitter rules will evolve over time, but they’re currently the following: help.twitter.com
The Twitter rules: safety, privacy, authenticity, and more
Understand the limitations on the type of content and behavior that we allow, to ensure free and safe conversation.",17K,12.8K,102.1K
Tesla,@Tesla,2022-11-07 12:54:56,"View all destination chargers → https://tesla.com/findus Zack
@BLKMDL3
·
Nov 6, 2022
Waking up to 90% or full with a hotel destination charger for free is just awesome. Don’t see hotels giving free gas. #Tesla @teslacharging","2,017","1,279",22.3K
Elon Musk,@elonmusk,2022-11-07 00:30:30,"My commitment to free speech extends even to not banning the account following my plane, even though that is a direct personal safety risk Readers added context they thought people might want to know
The implied account in this tweet is elonjet, which is currently banned: 

twitter.com/elonjet

Elonjet used to use publicly available plane tracking data to follow which airports Musk’s private jet flew to. 
Do you find this helpful?
Rate it",39.1K,40.4K,390.3K
Elon Musk,@elonmusk,2022-11-07 00:25:19,"Twitter needs to become by far the most accurate source of information about the world. That’s our mission. 75.4K
88.3K
746.1K",88.3K,75.4K,746.1K
Elon Musk,@elonmusk,2022-11-06 23:43:30,"Widespread verification will democratize journalism & empower the voice of the people 29.8K
33.9K
291.3K",33.9K,29.8K,291.3K
Elon Musk,@elonmusk,2022-11-06 23:35:57,"Any name change at all will cause temporary loss of verified checkmark 11.3K
16.4K
138.6K",16.4K,11.3K,138.6K
Elon Musk,@elonmusk,2022-11-06 23:16:06,"Previously, we issued a warning before suspension, but now that we are rolling out widespread verification, there will be no warning. 

This will be clearly identified as a condition for signing up to Twitter Blue. 6,996
13.9K
158.7K",13.9K,"6,996",158.7K
Elon Musk,@elonmusk,2022-11-06 22:53:42,"Going forward, any Twitter handles engaging in impersonation without clearly specifying “parody” will be permanently suspended 83.1K
123.9K
634.2K",123.9K,83.1K,634.2K
Elon Musk,@elonmusk,2022-11-05 22:31:00,"Search within Twitter reminds me of Infoseek in ‘98! That will also get a lot better pronto. 18.8K
17.6K
257.4K",17.6K,18.8K,257.4K
Elon Musk,@elonmusk,2022-11-05 21:42:25,"Followed by creator monetization for all forms of content 8,625
16.5K
212.8K",16.5K,"8,625",212.8K
Tesla,@Tesla,2022-11-05 21:40:12,"Design & manufacture actuators for our Optimus robot! tesla.com
R&D Robotics Specialist – Tesla Bot | Tesla Careers
Apply for the R&D Robotics Specialist – Tesla Bot position in Palo Alto, California.","2,582","1,927",27.4K
Elon Musk,@elonmusk,2022-11-05 21:39:56,"Twitter will soon add ability to attach long-form text to tweets, ending absurdity of notepad screenshots 33.9K
64.7K
590.4K",64.7K,33.9K,590.4K
Elon Musk,@elonmusk,2022-11-05 20:30:08,This rocks ,14.6K,12.4K,226.2K
Elon Musk,@elonmusk,2022-11-05 04:30:55,"Trash me all day, but it’ll cost $8 106.9K
121.8K
1.3M",121.8K,106.9K,1.3M
Elon Musk,@elonmusk,2022-11-05 03:45:01," Power to the People  51K
76.5K
698.2K",76.5K,51K,698.2K
The Boring Company,@boringcompany,2022-11-05 00:11:36,Full-scale Hyperloop Testing has begun ,"5,655","3,102",63K
Elon Musk,@elonmusk,2022-11-04 23:14:54,"Regarding Twitter’s reduction in force, unfortunately there is no choice when the company is losing over $4M/day.

Everyone exited was offered 3 months of severance, which is 50% more than legally required. 38.1K
52.9K
507.3K",52.9K,38.1K,507.3K
Elon Musk,@elonmusk,2022-11-04 22:54:50,"Again, to be crystal clear, Twitter’s strong commitment to content moderation remains absolutely unchanged.

In fact, we have actually seen hateful speech at times this week decline *below* our prior norms, contrary to what you may read in the press. 29.7K
29.6K
283.5K",29.6K,29.7K,283.5K
Twitter Business,@TwitterBusiness,2022-11-02 13:54:17,"Calling all businesses and professionals 

Visit our SMB resources page to download the guide to getting the most out of Twitter this holiday season twitter.com
Small Business Resources","2,510",,15.4K
